MergeID,Timestamp,Email.Address,Name.of.Reviewer,Name.of.Journal,When.was.the.earliest.the.journal.expected.data.to.be.provided..x,How.strict.is.this.policy...Data.policy.,Provide.the.text.that.mentions.the.above.statement..if.possible..,How.clear.do.you.think.this.statement.is.,Where.was.the.data.policy.located...provide.a.url.to.the.specific.page..if.any.,Any.other.comments.,When.was.the.earliest.the.journal.expected.code.to.be.provided..x,How.strict.is.this.policy...Code.Policy.,Provide.the.text.that.mentions.the.above.statement..if.possible...1,How.clear.do.you.think.this.statement.is..1,Where.was.the.data.policy.located...provide.a.url.to.the.specific.page..if.any..1,Any.other.comments..1
anon_ID_754,12/03/2023 15:06,[redacted],[redacted],plant ecology,After Acceptance (Post-Publication),Encouraged,"The journal encourages authors, where possible and applicable, to deposit data that support the findings of their research in a public repository.",2,https://www.springer.com/journal/11258/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy,,After Acceptance (Post-Publication),Encouraged,"The journal encourages authors, where possible and applicable, to deposit data that support the findings of their research in a public repository.",2,https://www.springer.com/journal/11258/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy,
anon_ID_755,12/03/2023 15:19,[redacted],[redacted],plant ecology and diversity,During Peer Review,Optional for Authors,"If you choose to share or make the data underlying the study open, please deposit your data in a recognized data repository prior to or at the time of submission.",5,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tped20#oa,,During Peer Review,Optional for Authors,"If you choose to share or make the data underlying the study open, please deposit your data in a recognized data repository prior to or at the time of submission.",5,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tped20#oa,
anon_ID_756,12/06/2023 17:29,[redacted],[redacted],plant physiology,During Peer Review,Mandated,You must submit supplemental data or supplemental material at the same time as the main manuscript.,5,https://academic.oup.com/plphys/pages/general-instructions,,During Peer Review,Mandated,You must submit supplemental data or supplemental material at the same time as the main manuscript.,5,https://academic.oup.com/plphys/pages/general-instructions,
anon_ID_757,12/06/2023 17:32,[redacted],[redacted],plant species biology,Not Expected At All,Optional for Authors,"Note: if data, scripts, or other artefacts used to generate the analyses presented in the paper are available via a publicly available data repository, authors should include a reference to the location of the material within their paper.",5,https://esj-journals.onlinelibrary.wiley.com/hub/journal/14421984/homepage/forauthors.html,,Not Expected At All,Optional for Authors,"Note: if data, scripts, or other artefacts used to generate the analyses presented in the paper are available via a publicly available data repository, authors should include a reference to the location of the material within their paper.",5,https://esj-journals.onlinelibrary.wiley.com/hub/journal/14421984/homepage/forauthors.html,
anon_ID_758,12/06/2023 17:36,[redacted],[redacted],plant systematics and evolution,After Acceptance (Post-Publication),Encouraged,Sharing of all relevant research data is strongly encouraged and authors must add a Data Availability Statement to original research articles.,4,https://link.springer.com/journal/606/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy%20and%20Data%20Availability%20Statements,,After Acceptance (Post-Publication),Encouraged,Sharing of all relevant research data is strongly encouraged and authors must add a Data Availability Statement to original research articles.,4,https://link.springer.com/journal/606/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy%20and%20Data%20Availability%20Statements,
anon_ID_759,12/06/2023 17:40,[redacted],[redacted],plants people planet,During Peer Review,Optional for Authors,Data that are integral to the manuscript but impractical to include within the full text and typeset article (e.g. datasets and videos) may be presented as Supporting Information.,4,https://nph.onlinelibrary.wiley.com/hub/journal/25722611/about/author-guidelines,,During Peer Review,Optional for Authors,Data that are integral to the manuscript but impractical to include within the full text and typeset article (e.g. datasets and videos) may be presented as Supporting Information.,5,https://nph.onlinelibrary.wiley.com/hub/journal/25722611/about/author-guidelines,
anon_ID_760,12/06/2023 17:42,[redacted],[redacted],plos biology,During Peer Review,Mandated,"PLOS journals require authors to make all data underlying the findings described in their manuscript fully available without restriction, with rare exception.",5,https://journals.plos.org/plosbiology/s/submission-guidelines,,During Peer Review,Mandated,"PLOS journals require authors to make all data underlying the findings described in their manuscript fully available without restriction, with rare exception.",5,https://journals.plos.org/plosbiology/s/submission-guidelines,
anon_ID_761,12/07/2023 0:58,[redacted],[redacted],polar biology,Unclear,Encouraged,"All original research must include a data availability statement. This statement should explain how to access data supporting the results and analysis in the article, including links/citations to publicly archived datasets analysed or generated during the study.",4,https://www.springer.com/journal/300/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy%20and%20Data%20Availability%20Statements,,Unclear,Encouraged,"All original research must include a data availability statement. This statement should explain how to access data supporting the results and analysis in the article, including links/citations to publicly archived datasets analysed or generated during the study.",4,https://www.springer.com/journal/300/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy%20and%20Data%20Availability%20Statements,
anon_ID_762,12/07/2023 1:02,[redacted],[redacted],polar research,During Peer Review,Optional for Authors,"For review purposes, Supplementary Material is provided at the end of the main document. If the paper is accepted and published, supplementary files are not typeset and are available to readers alongside the main article. They can include large quantities of text, graphs, photographs, videos, data tables and so on.",5,https://polarresearch.net/index.php/polar/author,,During Peer Review,Optional for Authors,"or review purposes, Supplementary Material is provided at the end of the main document. If the paper is accepted and published, supplementary files are not typeset and are available to readers alongside the main article. They can include large quantities of text, graphs, photographs, videos, data tables and so on.",4,https://polarresearch.net/index.php/polar/author,
anon_ID_763,12/07/2023 1:04,[redacted],[redacted],polar science,During Peer Review,Mandated,"This journal requires and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles.",5,https://www.sciencedirect.com/journal/polar-science/publish/guide-for-authors,,During Peer Review,Mandated,"This journal requires and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles.",5,https://www.sciencedirect.com/journal/polar-science/publish/guide-for-authors,
anon_ID_764,12/07/2023 1:09,[redacted],[redacted],polish journal of ecology,Unclear,Not Mentioned,,NA,https://bioone.org/journals/polish-journal-of-ecology/issues?gad_source=1&gclid=CjwKCAiA1MCrBhAoEiwAC2d64YcUVaUrCAvF01zFGW2hPXTHgiy1oyTNvsfdfITk5msWZ9lNkzSkrBoCfrMQAvD_BwE,could not locate author guidelines,Unclear,Not Mentioned,,1,https://bioone.org/journals/polish-journal-of-ecology/issues?gad_source=1&gclid=CjwKCAiA1MCrBhAoEiwAC2d64YcUVaUrCAvF01zFGW2hPXTHgiy1oyTNvsfdfITk5msWZ9lNkzSkrBoCfrMQAvD_BwE,author guidelines not found
anon_ID_765,12/07/2023 1:11,[redacted],[redacted],polish polar research,Unclear,Not Mentioned,,NA,https://journals.pan.pl/dlibra/journal/113064,no mention of data policy,Unclear,Not Mentioned,,NA,https://journals.pan.pl/dlibra/journal/113064,no mention of data policy
anon_ID_766,11/07/2023 1:51,[redacted],[redacted],aquatic toxicology,During Peer Review,Mandated,"This journal requires and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles.",4,https://www.sciencedirect.com/journal/aquatic-toxicology/publish/guide-for-authors,,During Peer Review,Encouraged,"Research data refers to the results of observations or experimentation that validate research findings, which may also include software, code, models...",4,https://www.sciencedirect.com/journal/aquatic-toxicology/publish/guide-for-authors,
anon_ID_767,11/07/2023 1:55,[redacted],[redacted],arctic science,During Peer Review,Optional for Authors,Raw data and other observations may be submitted with the manuscript as Supplementary files or uploaded to a recognized data repository.,3,https://cdnsciencepub.com/authors-and-reviewers/author-guidelines,,Not Expected At All,Not Mentioned,,NA,,
anon_ID_768,11/07/2023 1:58,[redacted],[redacted],arid ecosystems,Unclear,Optional for Authors,"Before submitting research datasets as Supplementary Information, authors should read the
journal’s Research data policy.",3,Author Instructions,,Not Expected At All,Not Mentioned,,NA,,
anon_ID_769,11/07/2023 2:03,[redacted],[redacted],austral ecology,Unclear,Encouraged,"We encourage raw data, coding for statistical analysis and for graphical presentation to be housed and referenced to on a public data repository such as FigShar",4,https://onlinelibrary.wiley.com/page/journal/14429993/homepage/forauthors.html#manuscript,,Unclear,Encouraged,"Austral Ecology strongly supports open access of data and code. We strongly encourage authors to make their data and relevant coding/ analysis methods etc. available either as supporting Information, or on an online repository such as Github or FigShare",4,,
anon_ID_770,11/09/2023 21:34,[redacted],[redacted],australian journal of botany,Unclear,Encouraged,CSIRO Publishing encourages authors to share the research data underlying their papers to support transparency and reproducibility of research,4,https://www.publish.csiro.au/bt/forauthors/AuthorInstructions#16b,,Not Expected At All,Not Mentioned,,NA,,
anon_ID_771,11/09/2023 21:54,[redacted],[redacted],australian systematic botany,Unclear,Encouraged,CSIRO Publishing encourages authors to share the research data underlying their papers to support transparency and reproducibility of research.,4,https://www.publish.csiro.au/sb/forauthors/AuthorInstructions#19b,,Not Expected At All,Not Mentioned,,NA,,
anon_ID_772,11/10/2023 0:27,[redacted],[redacted],avian conservation and ecology,Unclear,Not Mentioned,,NA,,,Not Expected At All,Not Mentioned,,NA,,
anon_ID_773,11/10/2023 0:48,[redacted],[redacted],basic and applied ecology,Unclear,Not Mentioned,,NA,,,Not Expected At All,Not Mentioned,,NA,,
anon_ID_774,11/10/2023 1:04,[redacted],[redacted],behavior research methods,During Peer Review,Mandated,"A submission to the journal implies that materials described in the manuscript, including all relevant raw data, will be freely available to any researcher wishing to use them for non-commercial purposes, without breaching participant confidentiality.",5,https://www.springer.com/journal/13428/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy%20and%20Data%20Availability%20Statements,,Unclear,Encouraged,,NA,,
anon_ID_775,11/09/2023 21:52,[redacted],[redacted],behavioral ecology,After Acceptance (Post-Publication),Mandated,"A condition of publication in the journal is that authors deposit their data in a permanent, secure, public repository.",5,https://academic.oup.com/beheco/pages/information_for_authors,,After Acceptance (Post-Publication),Encouraged,"Where ethically feasible, Behavioral Ecology strongly encourages authors to make all data and software code on which the conclusions of the paper rely available to readers. ",4,,
anon_ID_776,11/09/2023 21:39,[redacted],[redacted],behavioral ecology and sociobiology,During Peer Review,Mandated,requires that all datasets on which the conclusions of the paper rely be available to reviewers and readers. Authors must deposit their datasets in publicly available repositories prior to peer review.....,5,https://www.springer.com/journal/265/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy%20and%20Data%20Availability%20Statements,,During Peer Review,Encouraged,All authors are requested to make sure that all data and materials as well as software application or custom code support their published claims and comply with field standards.,4,,
anon_ID_777,11/23/2023 0:30:39,[redacted],[redacted],biochemical systematics and ecology,During Peer Review,Mandated,"This journal requires and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles.",4,https://www.sciencedirect.com/journal/biochemical-systematics-and-ecology/publish/guide-for-authors,,Unclear,Optional for Authors,,NA,,
anon_ID_778,11/23/2023 0:36:46,[redacted],[redacted],biodiversity and conservation,During Peer Review,Encouraged,The journal strongly encourages that all datasets on which the conclusions of the paper rely should be available to readers. We encourage authors to ensure that their datasets are either deposited in publicly available repositories (where available and appropriate) or presented in the main manuscript or additional supporting files whenever possible.,4,https://www.springer.com/journal/10531/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy%20and%20Data%20Availability%20Statements,,Unclear,Not Mentioned,,NA,,
anon_ID_779,11/23/2023 0:47:35,[redacted],[redacted],biogeosciences,Unclear,Encouraged,"Therefore, Copernicus Publications requests depositing data that correspond to journal articles in reliable (public) data repositories, assigning digital object identifiers, and properly citing data sets as individual contributions.",4,https://www.biogeosciences.net/policies/data_policy.html,,Unclear,Encouraged,,NA,https://www.biogeosciences.net/policies/data_policy.html,Same as data
anon_ID_780,11/23/2023 1:06:18,[redacted],[redacted],biological conservation,During Peer Review,Mandated,"This journal requires and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles. Below are a number of ways in which you can associate data with your article or make a statement about the availability of your data when submitting your manuscript.....",5,https://www.sciencedirect.com/journal/biological-conservation/publish/guide-for-authors,,During Peer Review,Not Mentioned,,NA,https://www.sciencedirect.com/journal/biological-conservation/publish/guide-for-authors,Assuming they include code sharing as part of the manadatory data sharing policy
anon_ID_781,10/20/2023 23:30:08,[redacted],[redacted],trends in ecology & evolution,Unclear,Not Mentioned,,2,,No mention of data sharing policy as far as I could tell,Unclear,Not Mentioned,,2,,"This page appears twice in the form, I'm assuming that's by mistake because it's the same questions?"
anon_ID_782,10/20/2023 23:40:22,[redacted],[redacted],tropical ecology,During Peer Review,Mandated,All Springer Nature journals are moving to a policy that requires data availability statements for primary research articles.,4,https://www.springernature.com/gp/authors/research-data-policy,"Couldn't find it on the journal webpage but since Springer has a data sharing policy, it probably applies to this journal as well. ",During Peer Review,Mandated,All Springer Nature journals are moving to a policy that requires data availability statements for primary research articles.,4,https://www.springernature.com/gp/authors/research-data-policy,
anon_ID_783,10/21/2023 1:53:55,[redacted],[redacted],tropics,Not Expected At All,Not Mentioned,,NA,,,Not Expected At All,Not Mentioned,,NA,,"Please ignore my comment on duplicate pages, I didn't see they were for data AND code haha."
anon_ID_784,10/21/2023 2:17:00,[redacted],[redacted],urban ecosystems,During Peer Review,Encouraged,"This journal operates a type 1 research data policy. The journal encourages authors, where possible and applicable, to deposit data that support the findings of their research in a public repository",4,https://www.springer.com/journal/11252/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy,,Unclear,Not Mentioned,,NA,,Not sure about code because there is no Springer-wide code sharing policy yet and couldn't find anything specific on the journal webpage.
anon_ID_785,10/21/2023 2:25:02,[redacted],[redacted],vestnik tomskogo gosudarstvennogo universiteta-biologiya,Not Expected At All,Not Mentioned,,NA,,,Not Expected At All,Not Mentioned,,NA,,
anon_ID_786,10/21/2023 3:16:14,[redacted],[redacted],vie et milieu-life and environment,Not Expected At All,Not Mentioned,,NA,,,Not Expected At All,Not Mentioned,,NA,,
anon_ID_787,10/21/2023 3:25:05,[redacted],[redacted],web ecology,After Acceptance (Post-Publication),Encouraged,"Therefore, Copernicus Publications requests depositing data that correspond to journal articles in reliable (public) data repositories, assigning digital object identifiers, and properly citing data sets as individual contributions.",4,https://www.web-ecology.net/policies/data_policy.html,,Unclear,Encouraged,"Data do not comprise the only information which is important in the context of reproducibility. Therefore, Copernicus Publications encourages authors to also deposit software, algorithms, model code, video supplements...",4,https://www.web-ecology.net/policies/data_policy.html,
anon_ID_788,11/28/2023 20:39:38,[redacted],[redacted],western north american naturalist,Not Expected At All,Not Mentioned,,NA,,,Not Expected At All,Not Mentioned,,NA,,
anon_ID_789,10/21/2023 3:49:17,[redacted],[redacted],wetlands,During Peer Review,Encouraged,We encourage authors to ensure that their datasets are either deposited in publicly available repositories (where available and appropriate) or presented in the main manuscript or additional supporting files whenever possible.,4,https://www.springer.com/journal/13157/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy%20and%20Data%20Availability%20Statements,,Unclear,Encouraged,All authors are requested to make sure that all data and materials as well as software application or custom code support their published claims and comply with field standards.,5,https://www.springer.com/journal/13157/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy%20and%20Data%20Availability%20Statements,
anon_ID_790,10/21/2023 4:24:21,[redacted],[redacted],wetlands ecology and management,During Peer Review,Encouraged,The journal strongly encourages that all datasets on which the conclusions of the paper rely should be available to readers.,5,https://www.springer.com/journal/11273/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy%20and%20Data%20Availability%20Statements,,Unclear,Encouraged,All authors are requested to make sure that all data and materials as well as software application or custom code support their published claims and comply with field standards.,5,https://www.springer.com/journal/11273/submission-guidelines#Instructions%20for%20Authors_Authorship%20principles,
anon_ID_791,10/21/2023 4:30:06,[redacted],[redacted],wildlife biology,After Acceptance (Post-Publication),Mandated,"For articles published in Wildlife Biology, it is required that authors deposit data supporting their accepted papers in public archives of their choice ",5,https://www.wildlifebiology.org/authors/author-guidelines-0,,Unclear,Optional for Authors,"Supplementary material, i.e. images, tables, data or source code that are not part of the manuscript, can be uploaded and published as supporting information on the journal website.",4,https://www.wildlifebiology.org/authors/author-guidelines-0,
anon_ID_792,10/21/2023 4:34:29,[redacted],[redacted],wildlife monographs,During Peer Review,Mandated,Wildlife Monographs expects authors to share their data and offer artifacts supporting their results in the paper by archiving it in an appropriate public repository.,5,https://wildlife.onlinelibrary.wiley.com/hub/journal/19385455/forauthors.html,,Unclear,Not Mentioned,,NA,,
anon_ID_793,10/21/2023 4:38:43,[redacted],[redacted],wildlife research,Unclear,Encouraged,CSIRO Publishing encourages authors to share the research data underlying their papers to support transparency and reproducibility of research.,5,https://www.publish.csiro.au/wr/forauthors/AuthorInstructions#13b,,Not Expected At All,Not Mentioned,,NA,,
anon_ID_794,10/21/2023 4:51:29,[redacted],[redacted],zoologica scripta,Unclear,Not Mentioned,,NA,,,Not Expected At All,Not Mentioned,,NA,,
anon_ID_795,10/17/2023 20:18:14,[redacted],[redacted],animal conservation,After Acceptance (Post-Publication),Encouraged,"Animal Conservation expects that data supporting the results in the paper will be archived in an appropriate public repository. Whenever possible the scripts and other artefacts used to generate the analyses presented in the paper should also be publicly archived. Exceptions may be granted at the discretion of the editor for sensitive information such as human subject data or the location of endangered species. Authors are expected to provide a data accessibility statement, including a link to the repository they have used, to accompany their paper.",4,https://zslpublications.onlinelibrary.wiley.com/hub/journal/14691795/about/author-guidelines,,Not Expected At All,Not Mentioned,no text related to code archiving found,NA,,
anon_ID_796,10/17/2023 20:21:37,[redacted],[redacted],annales zoologici fennici,Not Expected At All,Not Mentioned,I could not find text related to data statements,NA,,,Not Expected At All,Not Mentioned,I could not find text related to code archiving,NA,,
anon_ID_797,10/17/2023 20:24:30,[redacted],[redacted],annals of botany,Not Expected At All,Encouraged,"Where ethically feasible, Annals of Botany strongly encourages authors to make all data and software code on which the conclusions of the paper rely available to readers. We suggest that data be presented in the main manuscript or additional supporting files, or deposited in a public repository whenever possible. For information on general repositories for all data types, and a list of recommended repositories by subject area, please see Choosing where to archive your data.",4,https://academic.oup.com/aob/pages/general_instructions#PUBLICATION%20ETHICS,,Not Expected At All,Encouraged,"Where ethically feasible, Annals of Botany strongly encourages authors to make all data and software code on which the conclusions of the paper rely available to readers. We suggest that data be presented in the main manuscript or additional supporting files, or deposited in a public repository whenever possible. For information on general repositories for all data types, and a list of recommended repositories by subject area, please see Choosing where to archive your data.",4,https://academic.oup.com/aob/pages/general_instructions#PUBLICATION%20ETHICS,
anon_ID_798,10/17/2023 20:29:47,[redacted],[redacted],annual review of animal biosciences,Not Expected At All,Not Mentioned,I could not find any information on data archiving,NA,,,Not Expected At All,Not Mentioned,I could not find any information on code archiving,NA,,"Note that this is a review journal, so not expected to have primary data being part of the manuscripts"
anon_ID_799,10/18/2023 7:27:20,[redacted],[redacted],annual review of ecology evolution and systematics,Not Expected At All,Not Mentioned,,NA,no data policy,This journal is for reviews and thus does not have primary research data papers,Not Expected At All,Not Mentioned,,NA,no data policy,This journal is for reviews and thus does not have primary research data papers
anon_ID_800,10/18/2023 7:30:09,[redacted],[redacted],annual review of entomology,Not Expected At All,Not Mentioned,,NA,no data policy,This journal is for reviews and thus does not have primary research data papers,Not Expected At All,Not Mentioned,,NA,no data policy,This journal is for reviews and thus does not have primary research data papers
anon_ID_801,10/18/2023 7:33:47,[redacted],[redacted],anthropocene,Unclear,Encouraged,"This journal requires and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles. Research data refers to the results of observations or experimentation that validate research findings, which may also include software, code, models, algorithms, protocols, methods and other useful materials related to the project.
Below are a number of ways in which you can associate data with your article or make a statement about the availability of your data when submitting your manuscript. When sharing data in one of these ways, you are expected to cite the data in your manuscript and reference list. Please refer to the ""References"" section for more information about data citation. For more information on depositing, sharing and using research data and other relevant research materials, visit the research data page.",2,https://www.sciencedirect.com/journal/anthropocene/publish/guide-for-authors,,Not Expected At All,Encouraged,"This journal requires and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles. Research data refers to the results of observations or experimentation that validate research findings, which may also include software, code, models, algorithms, protocols, methods and other useful materials related to the project.
Below are a number of ways in which you can associate data with your article or make a statement about the availability of your data when submitting your manuscript. When sharing data in one of these ways, you are expected to cite the data in your manuscript and reference list. Please refer to the ""References"" section for more information about data citation. For more information on depositing, sharing and using research data and other relevant research materials, visit the research data page.",2,https://www.sciencedirect.com/journal/anthropocene/publish/guide-for-authors,
anon_ID_802,10/18/2023 20:54:34,[redacted],[redacted],anthropological science,After Acceptance (Post-Publication),Encouraged,"AS recognizes the many benefits of archiving research data. AS expects to archive all data from which published results are derived in a public repository. Nucleotide and protein sequences and microarray data including single nucleotide polymorphisms (SNPs), short tandem repeat polymorphisms (STRP) and copy-number variants (CNVs) must be deposited in international public databases (DDBJ, EMBL, GenBank, etc.) and be accessible without restriction from the date of publication. All accepted manuscripts are required to publish a data availability statement to confirm the presence or absence of shared data. If you have shared data, this statement will describe how the data can be accessed, and include a persistent identifier (e.g., a DOI for the data, or an accession number) from the repository where you shared the data. Authors will be required to confirm adherence to the policy. If you cannot share the data described in your manuscript, for example for legal or ethical reasons, or do not intend to share the data then you must provide the appropriate data availability statement. AS notes that FAIR data sharing allows for access to shared data under restrictions (e.g., to protect confidential or proprietary information) but notes that the FAIR principles encourage you to share data in ways that are as open as possible (but that can be as closed as necessary). Sample statements are available here. If published, all statements will be placed in the heading of your manuscript.",3,https://www.anthropology.jp/english/anthropological_science/173.html,,Not Expected At All,Not Mentioned,,NA,no policy for code is mentioned,
anon_ID_803,10/18/2023 20:59:38,[redacted],[redacted],aob plants,After Acceptance (Post-Publication),Mandated,"Authors must make available, to all readers, all data needed to reproduce any new analyses in the paper. Under a heading of ""Data Availability"", immediately after the Discussion, authors must describe where they have deposited these data and how readers can access it. AoBP prefers that authors use a permanent open-access data repository, but it is also acceptable to provide data as Supporting Information.",4,https://academic.oup.com/aobpla/pages/General_Instructions,"not sure how well this is checked, it seems it is the responsibility of the authors and the fact that they can also provide data in the supporting info suggests that it is not (rigorously) checked and mandated.",Not Expected At All,Optional for Authors,"Tools. Descriptions of novel tools of substantial value to the plant science community, including new experimental or analytical methods or tools, and mathematical and/or computational models. Up to 6000 words (Introduction through Acknowledgements) and eight presentation items (Figures plus Tables). Mathematical tools must include (in Supporting Information if additional space is needed) derivations of all new equations, in sufficient detail to enable mathematically competent reviewers to validate the results without additional effort. If applicable, code and schematics must be provided as Supporting Information.",4,https://academic.oup.com/aobpla/pages/General_Instructions,"providing code as supporting information is only necessary for 1 type of submission ('Tools'), it is not mandated or encouraged for all the other submission types."
anon_ID_804,10/18/2023 21:02:26,[redacted],[redacted],applied ecology and environmental research,Not Expected At All,Not Mentioned,,NA,,i left the answers blank as there is no mentioning of code or data archiving whatsoever.,Not Expected At All,Not Mentioned,,NA,,i left the answers blank as there is no mentioning of code or data archiving whatsoever.
anon_ID_805,10/18/2023 21:06:08,[redacted],[redacted],applied soil ecology,During Peer Review,Encouraged,"Research data

This journal requires and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles. Research data refers to the results of observations or experimentation that validate research findings, which may also include software, code, models, algorithms, protocols, methods and other useful materials related to the project.
Below are a number of ways in which you can associate data with your article or make a statement about the availability of your data when submitting your manuscript. When sharing data in one of these ways, you are expected to cite the data in your manuscript and reference list. Please refer to the ""References"" section for more information about data citation. For more information on depositing, sharing and using research data and other relevant research materials, visit the research data page.",4,https://www.sciencedirect.com/journal/applied-soil-ecology/publish/guide-for-authors,,During Peer Review,Optional for Authors,"Research data

This journal requires and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles. Research data refers to the results of observations or experimentation that validate research findings, which may also include software, code, models, algorithms, protocols, methods and other useful materials related to the project.",3,https://www.sciencedirect.com/journal/applied-soil-ecology/publish/guide-for-authors,
anon_ID_806,10/18/2023 21:08:38,[redacted],[redacted],applied vegetation science,During Peer Review,Mandated,"Data availability statement

Applied Vegetation Science mandates data sharing for all article types, except for Forum papers and Editorials. It is required, as a condition for publication, that the data supporting the results in the paper will be securely archived in a public repository with DOI or in electronic Supplementary Information related to the paper. Whenever possible, the program source code, scripts and other artefacts used to generate the analyses presented in the paper should also be publicly archived. Authors should provide a data availability statement, including a link to the repository they have used. Exceptions may be granted at the discretion of the editor. If the paper uses data from large multi-contributor databases such as sPlot, EVA or TRY, which cannot be made publicly available because of third-party ownership issues, the data selection released for the study should be stored in an internal repository of the source database, and made available for re-analyses upon request; in such a case the author should refer to the project code or name used in such an internal repository.",5,https://onlinelibrary.wiley.com/page/journal/1654109x/homepage/forauthors.html,,During Peer Review,Encouraged,"Data availability statement

Applied Vegetation Science mandates data sharing for all article types, except for Forum papers and Editorials. It is required, as a condition for publication, that the data supporting the results in the paper will be securely archived in a public repository with DOI or in electronic Supplementary Information related to the paper. Whenever possible, the program source code, scripts and other artefacts used to generate the analyses presented in the paper should also be publicly archived. Authors should provide a data availability statement, including a link to the repository they have used. Exceptions may be granted at the discretion of the editor. If the paper uses data from large multi-contributor databases such as sPlot, EVA or TRY, which cannot be made publicly available because of third-party ownership issues, the data selection released for the study should be stored in an internal repository of the source database, and made available for re-analyses upon request; in such a case the author should refer to the project code or name used in such an internal repository.",4,https://onlinelibrary.wiley.com/page/journal/1654109x/homepage/forauthors.html,
anon_ID_807,10/18/2023 21:12:47,[redacted],[redacted],aquatic ecology,After Acceptance (Post-Publication),Encouraged,"Research Data Policy and Data Availability Statements
This journal follows Springer Nature research data policy. Sharing of all relevant research data is strongly encouraged and authors must add a Data Availability Statement to original research articles.

Research data includes a wide range of types, including spreadsheets, images, textual extracts, archival documents, video or audio, interview notes or any specialist formats generated during research.

Data availability statements
All original research must include a data availability statement. This statement should explain how to access data supporting the results and analysis in the article, including links/citations to publicly archived datasets analysed or generated during the study. Please see our full policy here.

If it is not possible to share research data publicly, for instance when individual privacy could be compromised, this statement should describe how data can be accessed and any conditions for reuse. Participant consent should be obtained and documented prior to data collection. See our guidance on sensitive data for more information.

When creating a data availability statement, authors are encouraged to consider the minimal dataset that would be necessary to interpret, replicate and build upon the findings reported in the article.",4,https://www.springer.com/journal/10452/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy%20and%20Data%20Availability%20Statements,,Not Expected At All,Encouraged,"Data transparency
All authors are requested to make sure that all data and materials as well as software application or custom code support their published claims and comply with field standards. Please note that journals may have individual policies on (sharing) research data in concordance with disciplinary norms and expectations.",2,https://www.springer.com/journal/10452/submission-guidelines#Instructions%20for%20Authors_Research%20Data%20Policy%20and%20Data%20Availability%20Statements,
anon_ID_808,10/18/2023 21:16:41,[redacted],[redacted],aquatic invasions,During Peer Review,Encouraged,"Data Publication policy
Submission of a manuscript to Management of Biological Invasions implies that all scientific information described in the manuscript, including all relevant raw experimental and field data, will be freely available online for any interested data user. We expect users of the data to cite the published paper. Geo-referenced species record information (both for non-native and native species), annotated checklists and biological profiles of non-native species should be deposited in the Regional Euro-Asian Biological Invasions Centre (REABIC) information system (please check standard submission forms in the Manuscript presentation section of the Author Guidelines) or in the other recognized online species record data repository (e.g. GBIF or one of its data sources). Please note that REABIC is a partner organisation and data provider for the Global Biodiversity Information Facility (GBIF) (REABIC profile at the GBIF web site) and for the European Alien Species Information Network (EASIN). All data deposited to REABIC will be publically available only after release of the relevant publication in Management of Biological Invasions, including relevant publication of species checklists or species occurrences with GBIF. All of these data or selected parts of them can be published in tabular format or as supplementary material as part of the online research paper without any size limit and without page charges. Relevant links and references will be included with deposited data in order to protect authors’ rights on this information and to increase the citability of their publication in Management of Biological Invasions.
 

Nucleic acid sequences also should be deposited in an appropriate database (i.e. GenBank) in time for the accession number to be included in the published article.
 

Authors may propose alternative repositories and archives for their data. If so, they should provide permanent open-access as is the case with the above options and should have some added value (e.g. greater quality assurance or and/integration of data in a specialized database).",3,https://www.reabic.net/journals/mbi/About.aspx,,Not Expected At All,Not Mentioned,,NA,,
anon_ID_809,10/18/2023 21:19:26,[redacted],[redacted],aquatic microbial ecology,Not Expected At All,Not Mentioned,,NA,,I left the questions empty as I couldn't find any information in the author guidelines on archiving data or code,Not Expected At All,Not Mentioned,,NA,,I left the questions empty as I couldn't find any information in the author guidelines on archiving data or code
